"Rep","Acceptance","Likelihood1","Likelihood2","LikelihoodDelta","TruePeak","TrueGamma","TruePhi","TruePsi","Cases","TreeSize","PercentTrajCaptured","GammaMean","GammaLower95","GappaUpper95","PhiMean","PhiLower95","PhiUpper95","PsiMean","PsiLower95","PsiUpper95","GammaCalibration1","PhiCalibration1","PsiCalibration1","GammaCalibration2","PhiCalibration2","PsiCalibration2","RunTime","Batch"
322,0.654,-71.4956527829609,-72.2670564820769,0.771403699115979,274,0.211301382,0.018637299,0.000625378,233,8,0.979381443298969,0.159574270052965,0.159574270052965,0.159574270052965,0.0352965561233347,0.0352965561233347,0.0352965561233347,0.00186902031179441,0.00186902031179441,0.00186902031179441,0.105263157894737,0.0526315789473684,0,0.105263157894737,0.0526315789473684,0.0526315789473684,1154965801494,"5"
323,0.4705,-267.212833621264,-268.479718451818,1.26688483055358,998,0.136225307,0.04738184,0.001376701,1544,45,0.381443298969072,0.240495725893005,0.240495725893005,0.240495725893005,0.0447070139379714,0.0447070139379714,0.0447070139379714,0.00139850361898875,0.00139850361898875,0.00139850361898875,0,0.684210526315789,0.842105263157894,0,0.631578947368421,0.947368421052631,1581412282849,"5"
324,0.0245000000000002,-171.78123632272,-165.172069552531,6.60916677018869,372,0.175859182,0.037719366,0.003068979,316,26,0.404255319148936,0.176299872293697,0.176299872293697,0.176299872293697,0.0467015950564128,0.0467015950564128,0.0467015950564128,0.00188316101028865,0.00188316101028865,0.00188316101028865,0.526315789473684,0.105263157894737,0,1,0.105263157894737,0,1326149969963,"5"
325,0.304,-758.133763711078,-755.825772920125,2.30799079095311,4667,0.027772232,0.029645564,0.000754465,4925,125,0.313131313131313,0.202148483226818,0.202148483226818,0.202148483226818,0.025582089933458,0.025582089933458,0.025582089933458,0.000715675992000957,0.000715675992000957,0.000715675992000957,0,0.210526315789474,0.473684210526316,0,0.526315789473684,0.894736842105263,2693011216950,"5"
326,0.4305,-274.761445703753,-274.655285391859,0.106160311893518,1118,0.199725418,0.050906175,0.001408904,548,49,0.744897959183674,0.203788611375637,0.203788611375637,0.203788611375637,0.0228226634828099,0.0228226634828099,0.0228226634828099,0.00160065291439582,0.00160065291439582,0.00160065291439582,0.684210526315789,0,0.31578947368421,0.947368421052631,0,0.473684210526316,432388038333,"5"
327,0.118,-2347.64215167423,-2346.75993375132,0.882217922910513,5268,0.012986122,0.037714838,0.001882653,7119,355,0.0594059405940594,0.194380089864693,0.194380089864693,0.194380089864693,0.0240212559214583,0.0240212559214583,0.0240212559214583,0.00120785285499401,0.00120785285499401,0.00120785285499401,0,0,0,0,0,0,4746962005563,"5"
328,0.336499999999999,-49.9516412258151,-48.5845229955373,1.36711823027777,207,0.218369394,0.009488,0.000569257,84,5,0.177083333333333,0.143951541728241,0.143951541728241,0.143951541728241,0.0398715359717985,0.0398715359717985,0.0398715359717985,0.00199417018828139,0.00199417018828139,0.00199417018828139,0.105263157894737,0,0,0.157894736842105,0,0,1089397382358,"5"
329,0.382,-884.749373940266,-884.854005003972,0.104631063705938,1264,0.1059907,0.066307706,0.003411445,2820,145,0.231578947368421,0.238401950014275,0.238401950014275,0.238401950014275,0.0457051022744539,0.0457051022744539,0.0457051022744539,0.00227225163008407,0.00227225163008407,0.00227225163008407,0,0,0,0,0,0,2472980542960,"5"
330,0.279499999999995,-393.766658668047,-223.044469034471,170.722189633576,1163,0.151527262,0.044586359,0.001035975,1602,37,0.361702127659574,0.18279992993892,0.18279992993892,0.18279992993892,0.0457821608532698,0.0457821608532698,0.0457821608532698,0.00156411862299008,0.00156411862299008,0.00156411862299008,0.105263157894737,0.526315789473684,0.157894736842105,0.157894736842105,0.894736842105263,0.105263157894737,1468283685939,"5"
331,0.522000000000001,-87.9172585951055,-88.1743493659697,0.257090770864224,147,0.235791976,0.038561299,0.003144862,159,13,1.02105263157895,0.222630149862003,0.222630149862003,0.222630149862003,0.0330999381299431,0.0330999381299431,0.0330999381299431,0.00249752961189335,0.00249752961189335,0.00249752961189335,0.578947368421053,0.578947368421053,0.263157894736842,0.684210526315789,0.473684210526316,0.368421052631579,1133709830298,"5"
332,0.502,-162.280715093767,-161.858812207949,0.421902885818525,308,0.232020023,0.041157292,0.001697406,600,25,0.524752475247525,0.183120991582316,0.183120991582316,0.183120991582316,0.0473119682770814,0.0473119682770814,0.0473119682770814,0.00223294943413056,0.00223294943413056,0.00223294943413056,0.0526315789473684,0.31578947368421,0.31578947368421,0.105263157894737,0.210526315789474,0.31578947368421,1241978922765,"5"
333,0.350500000000001,-118.11844501122,-117.126437989932,0.992007021287606,102,0.190116101,0.046821689,0.004103348,179,16,1.88,0.267665997414984,0.267665997414984,0.267665997414984,0.0312735455701503,0.0312735455701503,0.0312735455701503,0.00238624075966129,0.00238624075966129,0.00238624075966129,0.31578947368421,0,0,0.157894736842105,0,0,1210086524454,"5"
334,0.643499999999999,-40.0572469118701,-39.6092390163217,0.448007895548351,48,0.219756413,0.035296525,0.002183071,63,4,0.655172413793103,0.18222583408209,0.18222583408209,0.18222583408209,0.0381418081304953,0.0381418081304953,0.0381418081304953,0.00201765823847956,0.00201765823847956,0.00201765823847956,0.31578947368421,0.631578947368421,0.684210526315789,0.473684210526316,0.842105263157894,0.789473684210526,1042910491567,"5"
335,0.348499999999999,-192.642800664988,-193.100961574785,0.458160909796931,201,0.18242805,0.049371764,0.003161287,478,31,0.919191919191919,0.228943312565176,0.228943312565176,0.228943312565176,0.04184849968299,0.04184849968299,0.04184849968299,0.00242661696541182,0.00242661696541182,0.00242661696541182,0.31578947368421,0.105263157894737,0,0.210526315789474,0.157894736842105,0.105263157894737,1339025414972,"5"
336,0.3135,-1390.01465776998,-1390.30195330464,0.287295534662917,2933,0.054972475,0.042233044,0.002341854,4011,222,0.10989010989011,0.217299090071722,0.217299090071722,0.217299090071722,0.0271445924071077,0.0271445924071077,0.0271445924071077,0.00148181256402292,0.00148181256402292,0.00148181256402292,0,0,0,0,0,0,3077604819273,"5"
337,0.265,-633.265188583298,-624.494423628076,8.7707649552226,631,0.16599679,0.06397912,0.005212543,1283,105,0.680412371134021,0.28648409304703,0.28648409304703,0.28648409304703,0.0408471093268274,0.0408471093268274,0.0408471093268274,0.00314085582102341,0.00314085582102341,0.00314085582102341,0.0526315789473684,0,0,0.105263157894737,0,0,1929212578309,"5"
338,0.3935,-1134.45882002809,-1134.2366581569,0.222161871190565,2813,0.065780602,0.046799677,0.002295685,3805,187,0.129032258064516,0.162706996634406,0.162706996634406,0.162706996634406,0.0402393615269963,0.0402393615269963,0.0402393615269963,0.00194578446506937,0.00194578446506937,0.00194578446506937,0,0.210526315789474,0.0526315789473684,0,0.157894736842105,0.157894736842105,2641971905662,"5"
339,0.537499999999999,-126.79727838212,-125.03258784001,1.76469054211059,283,0.198035163,0.04335983,0.001312762,603,18,0.757575757575758,0.210265093182267,0.210265093182267,0.210265093182267,0.042920700323605,0.042920700323605,0.042920700323605,0.00120782062283556,0.00120782062283556,0.00120782062283556,0.421052631578947,0.736842105263158,0.842105263157894,0.842105263157894,1,0.789473684210526,1247305351190,"5"
340,0.258,-1900.88653935869,-1900.60952072987,0.277018628824635,2628,0.261076758,0.02701922,0.001524104,3573,291,0.232323232323232,0.161058329055356,0.161058329055356,0.161058329055356,0.0336754783759054,0.0336754783759054,0.0336754783759054,0.00270935884527681,0.00270935884527681,0.00270935884527681,0,0.0526315789473684,0,0,0.157894736842105,0,3433420457383,"5"
341,0.0924999999999991,-421.62233157164,-420.577120792668,1.04521077897135,985,0.108046027,0.050499002,0.001819166,1916,69,0.244897959183673,0.219870143514008,0.219870143514008,0.219870143514008,0.0404077303662826,0.0404077303662826,0.0404077303662826,0.00157996509508634,0.00157996509508634,0.00157996509508634,0,0,0.421052631578947,0,0.0526315789473684,0.368421052631579,1709442182460,"5"
342,0.509,-172.571672972211,-173.241643246609,0.669970274398281,725,0.135782049,0.044567815,0.000877169,1368,27,0.444444444444444,0.225234196494987,0.225234196494987,0.225234196494987,0.0493301842579848,0.0493301842579848,0.0493301842579848,0.00122966085393605,0.00122966085393605,0.00122966085393605,0,0.578947368421053,0.210526315789474,0.0526315789473684,0.421052631578947,0.210526315789474,1347759621875,"5"
343,0.26,-1021.19953628582,-1021.06980991184,0.129726373978542,4141,0.049741395,0.027508995,0.001317828,3530,169,0.191919191919192,0.116637501602078,0.116637501602078,0.116637501602078,0.0357979149237894,0.0357979149237894,0.0357979149237894,0.00178267894301649,0.00178267894301649,0.00178267894301649,0,0.0526315789473684,0.157894736842105,0,0.0526315789473684,0.0526315789473684,2432357930182,"5"
344,0.631500000000001,-44.3856640833253,-43.9463460162473,0.439318067078005,62,0.198917959,0.036155724,0.00170448,80,4,0.895833333333333,0.156663207906962,0.156663207906962,0.156663207906962,0.0446830815860683,0.0446830815860683,0.0446830815860683,0.00197252554820474,0.00197252554820474,0.00197252554820474,0.263157894736842,0.31578947368421,0.421052631578947,0.368421052631579,0.210526315789474,0.684210526315789,1052223633581,"5"
345,0.501,-706.375596310481,-707.342134547725,0.966538237244322,1239,0.114676806,0.036032519,0.002661917,1618,120,0.202127659574468,0.189706322434083,0.189706322434083,0.189706322434083,0.0355621972487322,0.0355621972487322,0.0355621972487322,0.00247916955282363,0.00247916955282363,0.00247916955282363,0,0.789473684210526,0.894736842105263,0,0.947368421052631,0.578947368421053,2102200176391,"5"
346,0.355,-303.208913823986,-302.99058733904,0.218326484945521,380,0.205156926,0.042859231,0.00340892,655,52,0.871287128712871,0.212601687744002,0.212601687744002,0.212601687744002,0.0439201432351165,0.0439201432351165,0.0439201432351165,0.00306650720024235,0.00306650720024235,0.00306650720024235,0.842105263157894,0.578947368421053,0.31578947368421,0.842105263157894,0.894736842105263,0.473684210526316,1465907325839,"5"
347,0.340499999999999,-60.9736441866265,-59.7835209849893,1.19012320163724,63,0.203875811,0.053944915,0.002319892,123,5,1.46534653465347,0.112999248745268,0.112999248745268,0.112999248745268,0.041772935325008,0.041772935325008,0.041772935325008,0.00187619291140909,0.00187619291140909,0.00187619291140909,0,0.0526315789473684,0.473684210526316,0,0.105263157894737,0.578947368421053,1056060345128,"5"
348,0.503,-472.69754972106,-473.698161690189,1.00061196912861,1167,0.141354424,0.042051198,0.002114161,1582,80,0.336734693877551,0.186838898952665,0.186838898952665,0.186838898952665,0.0390892753627535,0.0390892753627535,0.0390892753627535,0.00198561861631381,0.00198561861631381,0.00198561861631381,0.0526315789473684,0.473684210526316,0.578947368421053,0.105263157894737,0.631578947368421,0.789473684210526,1758071493506,"5"
349,0.160500000000001,-2705.56658936424,-2695.39957555553,10.1670138087097,4219,0.014017829,0.061405834,0.003141194,7828,401,0.135416666666667,0.193823735301239,0.193823735301239,0.193823735301239,0.03721508374686,0.03721508374686,0.03721508374686,0.00183761616509397,0.00183761616509397,0.00183761616509397,0,0,0,0,0,0,4401028651848,"5"
350,0.207000000000002,-335.246494634029,-338.201431941928,2.95493730789917,2391,0.074770167,0.048489023,0.000930814,3019,58,0.106666666666667,0.263093138735023,0.263093138735023,0.263093138735023,0.0409396462087723,0.0409396462087723,0.0409396462087723,0.000859298875777347,0.000859298875777347,0.000859298875777347,0,0.157894736842105,0.210526315789474,0,0.31578947368421,0.789473684210526,1642914034523,"5"
351,0.4925,-294.667500354754,-293.569749307118,1.09775104763617,1009,0.139593352,0.037619653,0.00128708,1398,48,0.260416666666667,0.201498400935581,0.201498400935581,0.201498400935581,0.0431974606970451,0.0431974606970451,0.0431974606970451,0.00159242432325178,0.00159242432325178,0.00159242432325178,0.105263157894737,0.421052631578947,0.526315789473684,0.0526315789473684,0.31578947368421,0.31578947368421,1495881470264,"5"
352,0.5835,-150.345072214967,-151.008058673106,0.662986458138988,1576,0.12236745,0.029590277,0.000471251,1552,25,0.414141414141414,0.172709784289988,0.172709784289988,0.172709784289988,0.0380231541761969,0.0380231541761969,0.0380231541761969,0.000812456924164437,0.000812456924164437,0.000812456924164437,0.105263157894737,0.157894736842105,0,0.105263157894737,0.157894736842105,0,1317307478209,"5"
353,0.171499999999999,-2443.73265902319,-2444.1672454803,0.434586457109162,4096,0.02511441,0.059781433,0.003229415,6804,368,0.24,0.183193976633559,0.183193976633559,0.183193976633559,0.0485449938254135,0.0485449938254135,0.0485449938254135,0.00257424898539532,0.00257424898539532,0.00257424898539532,0,0.263157894736842,0.263157894736842,0,0.210526315789474,0.157894736842105,4087680115696,"5"
354,0.567,-95.6382562861612,-94.8272499297278,0.811006356433424,139,0.1970975,0.042715999,0.002347242,217,12,1.25773195876289,0.177510088791138,0.177510088791138,0.177510088791138,0.0436640389765367,0.0436640389765367,0.0436640389765367,0.00192494905220213,0.00192494905220213,0.00192494905220213,0.368421052631579,0.684210526315789,0.157894736842105,0.631578947368421,0.894736842105263,0.31578947368421,1143690571261,"5"
355,0.337500000000001,-654.337232744715,-656.179061899597,1.84182915488191,4494,0.027722709,0.03330477,0.00068915,5256,109,0.145833333333333,0.207746996991414,0.207746996991414,0.207746996991414,0.0381072859392781,0.0381072859392781,0.0381072859392781,0.000886485287270329,0.000886485287270329,0.000886485287270329,0,0.842105263157894,0.421052631578947,0,0.421052631578947,0.31578947368421,2163708580853,"5"
356,0.623,-42.171820032702,-44.5765810551745,2.40476102247244,40,0.24303641,0.054870614,0.003799265,76,5,1.45918367346939,0.149823790732332,0.149823790732332,0.149823790732332,0.0434607478882002,0.0434607478882002,0.0434607478882002,0.00225587776441804,0.00225587776441804,0.00225587776441804,0.105263157894737,0.0526315789473684,0,0.210526315789474,0.157894736842105,0,918102017926,"5"
357,0.521499999999999,-47.3394874321057,-46.278854518152,1.06063291395367,105,0.225909223,0.046380764,0.001088912,148,4,1.47474747474747,0.170040381765496,0.170040381765496,0.170040381765496,0.0448004400901242,0.0448004400901242,0.0448004400901242,0.00172870875299351,0.00172870875299351,0.00172870875299351,0.157894736842105,0.842105263157894,0.263157894736842,0.210526315789474,0.894736842105263,0.210526315789474,1053481273051,"5"
358,0.5105,-76.6855963346642,-77.5537362864862,0.868139951821931,159,0.207221233,0.049205872,0.002680144,189,10,0.614583333333333,0.214751270505279,0.214751270505279,0.214751270505279,0.0421020505441955,0.0421020505441955,0.0421020505441955,0.00197260537083835,0.00197260537083835,0.00197260537083835,0.842105263157894,0.31578947368421,0.105263157894737,0.894736842105263,0.421052631578947,0.210526315789474,1110409611707,"5"
359,0.503,-237.710686147473,-238.076498843783,0.365812696309206,783,0.153449769,0.033317589,0.001312464,954,38,0.581632653061224,0.197955501878523,0.197955501878523,0.197955501878523,0.0371720507420939,0.0371720507420939,0.0371720507420939,0.00157735865760834,0.00157735865760834,0.00157735865760834,0.210526315789474,0.684210526315789,0.631578947368421,0.210526315789474,0.526315789473684,0.473684210526316,1411062079094,"5"
360,0.2655,-67.7073916108834,-66.6573872116772,1.05000439920622,55,0.213539787,0.059339938,0.003868734,122,8,1.40659340659341,0.193886636773687,0.193886636773687,0.193886636773687,0.037165623955768,0.037165623955768,0.037165623955768,0.00213083633998201,0.00213083633998201,0.00213083633998201,0.31578947368421,0,0,0.473684210526316,0,0,995787374680,"5"
361,0.4625,-296.374335255996,-296.164898739719,0.209436516277492,728,0.145551967,0.049203628,0.001780593,1357,49,0.252631578947368,0.185442300713002,0.185442300713002,0.185442300713002,0.046233027427636,0.046233027427636,0.046233027427636,0.00169708254010555,0.00169708254010555,0.00169708254010555,0.421052631578947,0.421052631578947,0.684210526315789,0.31578947368421,0.631578947368421,0.789473684210526,1511371475154,"5"
362,0.342000000000001,-386.82809207313,-397.107348251851,10.2792561787203,1681,0.113679573,0.031622197,0.001274543,1659,67,0.228260869565217,0.178308010980544,0.178308010980544,0.178308010980544,0.0353700469087825,0.0353700469087825,0.0353700469087825,0.00160675213904124,0.00160675213904124,0.00160675213904124,0.0526315789473684,0.789473684210526,0.578947368421053,0.157894736842105,0.578947368421053,0.578947368421053,1555119656895,"5"
363,0.27,-267.005706913283,-267.915868547165,0.910161633881387,677,0.158587214,0.038774919,0.002390882,718,44,0.263736263736264,0.296629626068189,0.296629626068189,0.296629626068189,0.0328291345953737,0.0328291345953737,0.0328291345953737,0.00199777790184634,0.00199777790184634,0.00199777790184634,0,0.210526315789474,0.210526315789474,0,0.157894736842105,0.157894736842105,1440824365901,"5"
364,0.541500000000001,-234.051986723486,-233.679689449908,0.372297273577743,906,0.143648393,0.025982244,0.001144489,912,40,0.525252525252525,0.20224214386066,0.20224214386066,0.20224214386066,0.0331064497642373,0.0331064497642373,0.0331064497642373,0.00152208955979326,0.00152208955979326,0.00152208955979326,0.105263157894737,0.368421052631579,0.526315789473684,0.0526315789473684,0.210526315789474,0.31578947368421,1417103147626,"5"
365,0.475,-417.615405968415,-416.551914005021,1.06349196339488,1033,0.139028476,0.032676655,0.00184506,1246,70,0.357142857142857,0.15950743248866,0.15950743248866,0.15950743248866,0.036740558991004,0.036740558991004,0.036740558991004,0.00199612871897439,0.00199612871897439,0.00199612871897439,0.526315789473684,0.473684210526316,0.473684210526316,0.526315789473684,0.473684210526316,0.684210526315789,1710651001021,"5"
366,0.345499999999999,-228.211508877871,-228.082211385688,0.129297492183156,374,0.201076512,0.037298072,0.003124369,463,39,0.406593406593407,0.255104941534221,0.255104941534221,0.255104941534221,0.0318248315777616,0.0318248315777616,0.0318248315777616,0.00234914532963189,0.00234914532963189,0.00234914532963189,0.31578947368421,0.789473684210526,0.157894736842105,0.157894736842105,0.421052631578947,0.157894736842105,1371883250867,"5"
367,0.3035,-558.522890996189,-558.102766028826,0.420124967362767,1965,0.0893369,0.049231426,0.001764432,2696,97,0.10126582278481,0.247191772305205,0.247191772305205,0.247191772305205,0.0406958468505649,0.0406958468505649,0.0406958468505649,0.00156826718263601,0.00156826718263601,0.00156826718263601,0,0.0526315789473684,0.368421052631579,0,0.0526315789473684,0.526315789473684,1896115611444,"5"
368,0.381,-539.511568940441,-539.812175239933,0.300606299492188,1656,0.10994667,0.044632969,0.001796463,2309,93,0.306930693069307,0.166642314467312,0.166642314467312,0.166642314467312,0.0430280493362578,0.0430280493362578,0.0430280493362578,0.00177625537456787,0.00177625537456787,0.00177625537456787,0,0.631578947368421,0.631578947368421,0,0.736842105263158,0.947368421052631,1849871759415,"5"
369,0.249000000000001,-195.420296698721,-175.148043101054,20.2722535976672,494,0.15629969,0.038847179,0.001125584,850,25,0.732673267326733,0.196111187266917,0.196111187266917,0.196111187266917,0.0429161531037595,0.0429161531037595,0.0429161531037595,0.00217201755506527,0.00217201755506527,0.00217201755506527,0.157894736842105,0.368421052631579,0,0.578947368421053,0.631578947368421,0.157894736842105,1300761671757,"5"
370,0.391000000000001,-788.386825429127,-789.478283422696,1.09145799356827,1641,0.09362061,0.031375372,0.002266655,1818,131,0.326315789473684,0.21747448832526,0.21747448832526,0.21747448832526,0.0214761813267893,0.0214761813267893,0.0214761813267893,0.00160065446505404,0.00160065446505404,0.00160065446505404,0,0,0,0,0,0,2212798235566,"5"
371,0.322,-1299.98739554779,-1300.53458758237,0.54719203458535,3666,0.056222564,0.030601799,0.001875494,3389,208,0.29,0.147832252904837,0.147832252904837,0.147832252904837,0.0294844955512629,0.0294844955512629,0.0294844955512629,0.00180681642249074,0.00180681642249074,0.00180681642249074,0,0.684210526315789,0.684210526315789,0,0.894736842105263,0.894736842105263,2812574376694,"5"
372,0.288000000000001,-633.185479657151,-633.956918746646,0.771439089495288,1747,0.130862775,0.037985601,0.002379415,1768,111,0.202127659574468,0.15609245943768,0.15609245943768,0.15609245943768,0.0339084358328495,0.0339084358328495,0.0339084358328495,0.00215520783905825,0.00215520783905825,0.00215520783905825,0.421052631578947,0.157894736842105,0.157894736842105,0.31578947368421,0.210526315789474,0.368421052631579,2010183922651,"5"
373,0.407000000000001,-364.146539243234,-363.89850414045,0.24803510278457,2995,0.090814105,0.017489877,0.000693057,1536,61,0.258064516129032,0.168726709924235,0.168726709924235,0.168726709924235,0.0288179692064412,0.0288179692064412,0.0288179692064412,0.00123252203659344,0.00123252203659344,0.00123252203659344,0,0.0526315789473684,0,0,0.0526315789473684,0.0526315789473684,1642809959432,"5"
374,0.4465,-422.371568273345,-423.017257096556,0.645688823211401,2364,0.10805953,0.021409487,0.001134159,1414,75,0.260416666666667,0.179953065367751,0.179953065367751,0.179953065367751,0.0310865002536074,0.0310865002536074,0.0310865002536074,0.00161840081719015,0.00161840081719015,0.00161840081719015,0,0,0.0526315789473684,0,0,0.105263157894737,1731789601366,"5"
375,0.415,-86.9703196963593,-88.3677463603403,1.39742666398105,245,0.153489047,0.040682726,0.001987619,228,11,0.821052631578947,0.200826642417488,0.200826642417488,0.200826642417488,0.0431432026279132,0.0431432026279132,0.0431432026279132,0.00171544368607088,0.00171544368607088,0.00171544368607088,0.31578947368421,0.789473684210526,0.31578947368421,0.31578947368421,0.736842105263158,0.473684210526316,1151382088925,"5"
376,0.243,-389.292472357239,-405.221292156647,15.9288197994076,1174,0.135347218,0.03909593,0.001929805,1352,67,0.159090909090909,0.195301987622661,0.195301987622661,0.195301987622661,0.0436989758581362,0.0436989758581362,0.0436989758581362,0.00215234404333796,0.00215234404333796,0.00215234404333796,0.157894736842105,0.578947368421053,0.736842105263158,0.368421052631579,0.526315789473684,0.526315789473684,1632019015104,"5"
377,0.4445,-673.462084218167,-673.839685902373,0.377601684205615,2334,0.076752335,0.036544141,0.001475702,2760,111,0.333333333333333,0.214570360234623,0.214570360234623,0.214570360234623,0.0344220497002402,0.0344220497002402,0.0344220497002402,0.00136540948093306,0.00136540948093306,0.00136540948093306,0,0.631578947368421,0.526315789473684,0,0.736842105263158,0.789473684210526,2113524977795,"5"
378,0.0774999999999995,-689.378745087116,-815.170697794814,125.791952707698,1482,0.071770061,0.034122285,0.002627693,1503,116,0.208791208791209,0.237407918362765,0.237407918362765,0.237407918362765,0.0325597253514088,0.0325597253514088,0.0325597253514088,0.00178651783825656,0.00178651783825656,0.00178651783825656,0,0.526315789473684,0,0,0.894736842105263,0,2100425266085,"5"
379,0.3965,-474.737020346369,-472.849719150023,1.88730119634641,1416,0.129481476,0.029728412,0.001875519,1296,82,0.2,0.196017647578354,0.196017647578354,0.196017647578354,0.0351362261153609,0.0351362261153609,0.0351362261153609,0.00218996524190166,0.00218996524190166,0.00218996524190166,0,0.736842105263158,0.526315789473684,0.0526315789473684,0.421052631578947,0.421052631578947,1756951037410,"5"
380,0.392,-1147.22060493986,-1147.58793445336,0.367329513492905,4270,0.034402908,0.027063809,0.001220151,4138,187,0.13,0.169520365513635,0.169520365513635,0.169520365513635,0.0202937095747258,0.0202937095747258,0.0202937095747258,0.000949419793128572,0.000949419793128572,0.000949419793128572,0,0.0526315789473684,0.105263157894737,0,0.105263157894737,0.31578947368421,2803097667536,"5"
381,0.4875,-645.49787383916,-645.757086289657,0.259212450496761,1100,0.142541147,0.041356019,0.002739477,1623,108,0.212765957446809,0.224225058726145,0.224225058726145,0.224225058726145,0.0395461434636446,0.0395461434636446,0.0395461434636446,0.00252540921324945,0.00252540921324945,0.00252540921324945,0,0.473684210526316,0.368421052631579,0,0.736842105263158,0.631578947368421,1992077889926,"5"
382,0.381,-140.57867911949,-142.07603789414,1.49735877465073,478,0.162046917,0.040096384,0.001049371,810,21,0.395833333333333,0.211788613692977,0.211788613692977,0.211788613692977,0.0401850309909573,0.0401850309909573,0.0401850309909573,0.00102354438898347,0.00102354438898347,0.00102354438898347,0.105263157894737,0.947368421052631,0.578947368421053,0.157894736842105,1,0.947368421052631,1237024219408,"5"
383,0.536,-269.112863152095,-269.625365799946,0.512502647850852,1024,0.173533613,0.029608607,0.001446157,994,49,0.46,0.154075334565598,0.154075334565598,0.154075334565598,0.0364033553052037,0.0364033553052037,0.0364033553052037,0.00183591703805622,0.00183591703805622,0.00183591703805622,0.421052631578947,0.368421052631579,0.473684210526316,0.526315789473684,0.31578947368421,0.368421052631579,1493077574449,"5"
384,0.423500000000001,-660.832291220098,-660.396214564416,0.436076655681973,726,0.140819852,0.038045558,0.003585251,1189,112,0.428571428571429,0.236932820068433,0.236932820068433,0.236932820068433,0.0315877537110197,0.0315877537110197,0.0315877537110197,0.00272115296578046,0.00272115296578046,0.00272115296578046,0,0.263157894736842,0.157894736842105,0,0.210526315789474,0.105263157894737,2029420371923,"5"
385,0.216500000000002,-567.917354454787,-1025.24976183911,457.332407384327,1285,0.118662723,0.034449732,0.001944428,1661,94,0.28125,0.0852912139315967,0.0852912139315967,0.0852912139315967,0.029387655153177,0.029387655153177,0.029387655153177,0.00223219309736704,0.00223219309736704,0.00223219309736704,0.368421052631579,0.157894736842105,0.263157894736842,0.684210526315789,0.368421052631579,0.526315789473684,1903655783750,"5"
386,0.031,-194.255525452265,-215.074369290179,20.8188438379145,681,0.140265387,0.028930562,0.001451785,638,32,0.380434782608696,0.154421803583872,0.154421803583872,0.154421803583872,0.038053069203147,0.038053069203147,0.038053069203147,0.0014449284793773,0.0014449284793773,0.0014449284793773,0.526315789473684,0,0.526315789473684,0.842105263157894,0.0526315789473684,1,681052105524,"5"
387,0.573,-209.342046530095,-209.940405752315,0.598359222220779,802,0.152277827,0.032674766,0.001087184,1012,34,0.356435643564356,0.185962378439671,0.185962378439671,0.185962378439671,0.0392073462775803,0.0392073462775803,0.0392073462775803,0.00143957121439284,0.00143957121439284,0.00143957121439284,0.368421052631579,0.263157894736842,0.263157894736842,0.31578947368421,0.210526315789474,0.157894736842105,1345654042090,"5"
388,0.4005,-1248.83992162183,-1250.37062762465,1.53070600282058,1958,0.081164921,0.043756756,0.003034153,2897,201,0.302083333333333,0.215002905691701,0.215002905691701,0.215002905691701,0.0351840928544898,0.0351840928544898,0.0351840928544898,0.00237526195883875,0.00237526195883875,0.00237526195883875,0,0.0526315789473684,0.105263157894737,0,0.0526315789473684,0.105263157894737,2728456534344,"5"
389,0.433,-600.285444566272,-599.972456030556,0.312988535716158,3038,0.07965165,0.029827057,0.001183246,2557,101,0.27,0.139229320991985,0.139229320991985,0.139229320991985,0.0367180601707237,0.0367180601707237,0.0367180601707237,0.00151339216212786,0.00151339216212786,0.00151339216212786,0,0.210526315789474,0.210526315789474,0,0.210526315789474,0.157894736842105,1938777139660,"5"
390,0.384500000000001,-680.954429840005,-681.671438734767,0.717008894762102,1672,0.080265737,0.055063365,0.001985096,3154,114,0.387755102040816,0.252510713900547,0.252510713900547,0.252510713900547,0.0413684761036502,0.0413684761036502,0.0413684761036502,0.00159854993884618,0.00159854993884618,0.00159854993884618,0,0,0.368421052631579,0,0,0.31578947368421,2123813390659,"5"
391,0.2875,-2463.38399451084,-2462.11767505345,1.266319457387,4583,0.019682326,0.045869207,0.002488503,6808,369,0.153061224489796,0.183989771287227,0.183989771287227,0.183989771287227,0.0332581652673328,0.0332581652673328,0.0332581652673328,0.00182648396632576,0.00182648396632576,0.00182648396632576,0,0,0,0,0,0,5246522153752,"5"
392,0.4055,-412.343974101453,-410.408719417081,1.93525468437173,3772,0.042677998,0.044504844,0.000628838,4909,69,0.316326530612245,0.190723389199219,0.190723389199219,0.190723389199219,0.0382395236753352,0.0382395236753352,0.0382395236753352,0.000564900629927843,0.000564900629927843,0.000564900629927843,0,0.157894736842105,0.157894736842105,0,0.421052631578947,0.789473684210526,2360410268727,"5"
393,0.0265,-121.872573422093,-175.592978887952,53.7204054658596,465,0.188956134,0.041292054,0.000936133,571,13,0.787878787878788,0.0899736662674655,0.0899736662674655,0.0899736662674655,0.0392729549942629,0.0392729549942629,0.0392729549942629,0.00206795808314801,0.00206795808314801,0.00206795808314801,0.105263157894737,0.31578947368421,0,0.157894736842105,0.736842105263158,0,1161426271713,"5"
