t,R,S,I,sample
15.669094407932773,101.0,19637.0,262.0,14.0
15.679129165843221,101.0,19636.0,263.0,14.0
15.683576421057891,101.0,19635.0,264.0,14.0
15.683681853765206,101.0,19634.0,265.0,14.0
15.687948682213419,101.0,19633.0,266.0,14.0
15.691677891723643,102.0,19633.0,265.0,14.0
15.694976593425697,102.0,19632.0,266.0,14.0
15.710143674093692,102.0,19631.0,267.0,14.0
15.711884308856817,102.0,19630.0,268.0,14.0
15.72070257958632,102.0,19629.0,269.0,14.0
15.720777632498189,102.0,19628.0,270.0,14.0
15.726796274787976,102.0,19627.0,271.0,14.0
15.73031226116707,102.0,19626.0,272.0,14.0
15.744973741733036,103.0,19626.0,271.0,14.0
15.753320770455872,103.0,19625.0,272.0,14.0
15.759163731069256,103.0,19624.0,273.0,14.0
15.764685206591002,103.0,19623.0,274.0,14.0
15.764771730600883,103.0,19622.0,275.0,14.0
15.76939910011248,104.0,19622.0,274.0,14.0
15.770611354292736,104.0,19621.0,275.0,14.0
15.771099928762712,104.0,19620.0,276.0,14.0
15.772473747152493,104.0,19619.0,277.0,14.0
15.775954304396086,104.0,19618.0,278.0,14.0
15.797651024255345,104.0,19617.0,279.0,14.0
15.798288147253569,104.0,19616.0,280.0,14.0
15.799316363269904,105.0,19616.0,279.0,14.0
15.800393893341026,105.0,19615.0,280.0,14.0
15.80832446326278,106.0,19615.0,279.0,14.0
15.838887225220367,107.0,19615.0,278.0,14.0
15.839295747233578,107.0,19614.0,279.0,14.0
15.844741632155506,107.0,19613.0,280.0,14.0
15.857417504485655,107.0,19612.0,281.0,14.0
15.857787429858005,108.0,19612.0,280.0,15.0
15.865959655990167,108.0,19611.0,281.0,15.0
15.867606363154449,109.0,19611.0,280.0,15.0
15.874437299246459,109.0,19610.0,281.0,15.0
15.89160769323902,110.0,19610.0,280.0,16.0
15.902681814090672,110.0,19609.0,281.0,16.0
15.910108670584096,110.0,19608.0,282.0,16.0
15.910279891787583,111.0,19608.0,281.0,16.0
15.91868935544642,111.0,19607.0,282.0,16.0
15.91929324339863,111.0,19606.0,283.0,16.0
15.928527610118602,111.0,19605.0,284.0,16.0
15.930833796145548,111.0,19604.0,285.0,16.0
15.931397118282925,111.0,19603.0,286.0,16.0
15.942822833807513,112.0,19603.0,285.0,16.0
15.946710636714512,113.0,19603.0,284.0,16.0
15.952563741902505,113.0,19602.0,285.0,16.0
15.954348118933982,113.0,19601.0,286.0,16.0
15.956163744327265,113.0,19600.0,287.0,16.0
15.956448022269244,113.0,19599.0,288.0,16.0
15.960394954674848,113.0,19598.0,289.0,16.0
15.965811745322025,113.0,19597.0,290.0,16.0
15.96746379631497,113.0,19596.0,291.0,16.0
